,Word,romeoandjuliet,greatgatsby,mobydick,querybook
22135,togetherand,0.0,0.0,1.0,0.0
22136,ifand,0.0,0.0,1.0,0.0
22137,stealthily,0.0,0.0,1.0,0.0
22138,againoh,0.0,0.0,1.0,0.0
22139,maryboy,0.0,0.0,1.0,0.0
22140,boybut,0.0,0.0,1.0,0.0
22141,drunkards,0.0,0.0,1.0,1.0
22142,panel,0.0,0.0,1.0,0.0
22143,wrestling,0.0,0.0,1.0,0.0
22144,deathtube,0.0,0.0,1.0,0.0
22145,124,0.0,0.0,1.0,0.0
22146,notyetsubsided,0.0,0.0,1.0,0.0
22147,outspread,0.0,0.0,1.0,0.0
22148,unstaggering,0.0,0.0,1.0,0.0
22149,outbellying,0.0,0.0,1.0,0.0
22150,boomed,0.0,0.0,1.0,0.0
22151,babylonian,0.0,0.0,1.0,0.0
22152,molten,0.0,0.0,1.0,0.0
22153,tetering,0.0,0.0,1.0,0.0
22154,loweringly,0.0,0.0,1.0,0.0
22155,seachariot,0.0,0.0,1.0,0.0
22156,reined,0.0,0.0,1.0,0.0
22157,huskily,0.0,0.0,1.0,0.0
22158,eastsoueast,0.0,0.0,1.0,0.0
22159,palpableness,0.0,0.0,1.0,0.0
22160,compassesthats,0.0,0.0,1.0,0.0
22161,knitting,0.0,0.0,1.0,0.0
22162,recovers,0.0,0.0,1.0,0.0
22163,reaches,0.0,0.0,1.0,1.0
22164,flaskwho,0.0,0.0,1.0,0.0
22165,feelingslikewise,0.0,0.0,1.0,0.0
22166,unmurmuringly,0.0,0.0,1.0,0.0
22167,acquiesced,0.0,0.0,1.0,0.0
22168,rumbled,0.0,0.0,1.0,0.0
22169,unimpressed,0.0,0.0,1.0,0.0
22170,magnetism,0.0,0.0,1.0,0.0
22171,sighttubes,0.0,0.0,1.0,0.0
22172,heavengazer,0.0,0.0,1.0,0.0
22173,starbucka,0.0,0.0,1.0,0.0
22174,clumsily,0.0,0.0,1.0,0.0
22175,servile,0.0,0.0,1.0,0.0
22176,maul,0.0,0.0,1.0,0.0
22177,blunted,0.0,0.0,1.0,1.0
22178,itwhether,0.0,0.0,1.0,0.0
22179,magnetizing,0.0,0.0,1.0,0.0
22180,uncertainhe,0.0,0.0,1.0,0.0
22181,sailneedle,0.0,0.0,1.0,0.0
22182,compasscards,0.0,0.0,1.0,0.0
22183,exclaimedlook,0.0,0.0,1.0,0.0
22184,125,0.0,0.0,1.0,0.0
22185,fated,0.0,0.0,1.0,0.0
22186,reliance,0.0,0.0,1.0,0.0
22187,determining,0.0,0.0,1.0,0.0
22188,neglect,0.0,0.0,1.0,1.0
22189,railing,0.0,0.0,1.0,0.0
22190,damped,0.0,0.0,1.0,0.0
22191,plungingly,0.0,0.0,1.0,0.0
22192,goldenhued,0.0,0.0,1.0,0.0
22193,grizzly,0.0,0.0,1.0,0.0
22194,sidelongrushing,0.0,0.0,1.0,0.0
22195,handleends,0.0,0.0,1.0,0.0
22196,spindle,0.0,0.0,1.0,0.0
22197,handcoil,0.0,0.0,1.0,0.0
22198,mistrust,0.0,0.0,1.0,0.0
22199,truer,0.0,0.0,1.0,0.0
22200,wholl,0.0,0.0,1.0,0.0
22201,granitefounded,0.0,0.0,1.0,0.0
22202,subservient,0.0,0.0,1.0,0.0
22203,thoust,0.0,0.0,1.0,0.0
22204,unmanned,0.0,0.0,1.0,0.0
22205,inby,0.0,0.0,1.0,0.0
22206,jerkingly,0.0,0.0,1.0,0.0
22207,reelman,0.0,0.0,1.0,0.0
22208,overstrained,0.0,0.0,1.0,0.0
22209,sagged,0.0,0.0,1.0,0.0
22210,tugging,0.0,0.0,1.0,0.0
22211,logline,0.0,0.0,1.0,0.0
22212,loosening,0.0,0.0,1.0,0.0
22213,fished,0.0,0.0,1.0,0.0
22214,offwe,0.0,0.0,1.0,0.0
22215,loon,0.0,0.0,1.0,0.0
22216,scolds,0.0,0.0,1.0,0.0
22217,holiness,0.0,0.0,1.0,0.0
22218,shipscrier,0.0,0.0,1.0,0.0
22219,highlooks,0.0,0.0,1.0,0.0
22220,cowardlyquickest,0.0,0.0,1.0,0.0
22221,snowline,0.0,0.0,1.0,0.0
22222,libertines,0.0,0.0,1.0,0.0
22223,touchest,0.0,0.0,1.0,0.0
22224,heartstrings,0.0,0.0,1.0,0.0
22225,manrope,0.0,0.0,1.0,0.0
22226,rivet,0.0,0.0,1.0,1.0
22227,believers,0.0,0.0,1.0,0.0
22228,idiotic,0.0,0.0,1.0,0.0
22229,lineall,0.0,0.0,1.0,0.0
22230,126,0.0,0.0,1.0,0.0
22231,unfrequented,0.0,0.0,1.0,0.0
22232,monotonously,0.0,0.0,1.0,0.0
22233,fishingground,0.0,0.0,1.0,0.0
22234,watchthen,0.0,0.0,1.0,0.0
22235,flaskwas,0.0,0.0,1.0,0.0
22236,plaintively,0.0,0.0,1.0,0.0
22237,unearthlylike,0.0,0.0,1.0,0.0
22238,halfarticulated,0.0,0.0,1.0,0.0
22239,wailings,0.0,0.0,1.0,0.0
22240,herods,0.0,0.0,1.0,0.0
22241,innocentsthat,0.0,0.0,1.0,0.0
22242,transfixedly,0.0,0.0,1.0,0.0
22243,alldeclared,0.0,0.0,1.0,0.0
22244,semiintelligent,0.0,0.0,1.0,0.0
22245,peeringly,0.0,0.0,1.0,0.0
22246,plausible,0.0,0.0,1.0,0.0
22247,waked,0.0,0.0,1.0,0.0
22248,hearda,0.0,0.0,1.0,0.0
22249,rushingand,0.0,0.0,1.0,0.0
22250,lifebuoya,0.0,0.0,1.0,0.0
22251,caskwas,0.0,0.0,1.0,0.0
22252,shrunken,0.0,0.0,1.0,0.0
22253,sooth,0.0,0.0,1.0,0.0
22254,portent,0.0,0.0,1.0,0.0
22255,fulfilment,0.0,0.0,1.0,0.0
22256,presaged,0.0,0.0,1.0,0.0
22257,inuendoes,0.0,0.0,1.0,0.0
22258,moremr,0.0,0.0,1.0,0.0
22259,huff,0.0,0.0,1.0,0.0
22260,baulks,0.0,0.0,1.0,0.0
22261,bandbox,0.0,0.0,1.0,0.0
22262,businessi,0.0,0.0,1.0,0.0
22263,undignified,0.0,0.0,1.0,0.0
22264,brats,0.0,0.0,1.0,0.0
22265,tinkerings,0.0,0.0,1.0,0.0
22266,betters,0.0,0.0,1.0,0.0
22267,fairandsquare,0.0,0.0,1.0,0.0
22268,cobblers,0.0,0.0,1.0,0.0
22269,baldheaded,0.0,0.0,1.0,0.0
22270,jobshop,0.0,0.0,1.0,0.0
22271,heighho,0.0,0.0,1.0,0.0
22272,snowcaps,0.0,0.0,1.0,0.0
22273,batten,0.0,0.0,1.0,1.0
22274,snapspring,0.0,0.0,1.0,0.0
22275,knotty,0.0,0.0,1.0,0.0
22276,aroostook,0.0,0.0,1.0,0.0
22277,hemlock,0.0,0.0,1.0,0.0
22278,cruppered,0.0,0.0,1.0,0.0
22279,workers,0.0,0.0,1.0,0.0
22280,bridalbedsteads,0.0,0.0,1.0,0.0
22281,cardtables,0.0,0.0,1.0,0.0
22282,melets,0.0,0.0,1.0,0.0
22283,seehow,0.0,0.0,1.0,0.0
22284,turksheaded,0.0,0.0,1.0,0.0
22285,lifelines,0.0,0.0,1.0,0.0
22286,127,0.0,0.0,1.0,0.0
22287,frockahab,0.0,0.0,1.0,0.0
22288,complies,0.0,0.0,1.0,0.0
22289,boymiddle,0.0,0.0,1.0,0.0
22290,aisle,0.0,0.0,1.0,0.0
22291,legmaker,0.0,0.0,1.0,0.0
22292,undertaker,0.0,0.0,1.0,0.0
22293,arrant,0.0,0.0,1.0,2.0
22294,intermeddling,0.0,0.0,1.0,0.0
22295,scamp,0.0,0.0,1.0,0.0
22296,lifebuoys,0.0,0.0,1.0,0.0
22297,jackofalltrades,0.0,0.0,1.0,0.0
22298,chipping,0.0,0.0,1.0,0.0
22299,craters,0.0,0.0,1.0,0.0
22300,thistheres,0.0,0.0,1.0,0.0
22301,exclamationlikethats,0.0,0.0,1.0,0.0
22302,silkworm,0.0,0.0,1.0,0.0
22303,albemarle,0.0,0.0,1.0,0.0
22304,linefiery,0.0,0.0,1.0,0.0
22305,waycome,0.0,0.0,1.0,0.0
22306,glassestap,0.0,0.0,1.0,0.0
22307,woodpecker,0.0,0.0,1.0,0.0
22308,envied,0.0,0.0,1.0,0.0
22309,towlines,0.0,0.0,1.0,0.0
22310,rattat,0.0,0.0,1.0,0.0
22311,seconds,0.0,0.0,1.0,0.0
22312,tick,0.0,0.0,1.0,0.0
22313,immaterial,0.0,0.0,1.0,0.0
22314,imponderable,0.0,0.0,1.0,0.0
22315,immortalitypreserver,0.0,0.0,1.0,0.0
22316,philosophies,0.0,0.0,1.0,0.0
22317,conduits,0.0,0.0,1.0,0.0
22318,128,0.0,0.0,1.0,0.0
22319,clustering,0.0,0.0,1.0,0.0
22320,broadwinged,0.0,0.0,1.0,0.0
22321,boastful,0.0,0.0,1.0,0.0
22322,throttling,0.0,0.0,1.0,0.0
22323,negatively,0.0,0.0,1.0,0.0
22324,pulls,0.0,0.0,1.0,0.0
22325,henot,0.0,0.0,1.0,0.0
22326,killednot,0.0,0.0,1.0,0.0
22327,onehad,0.0,0.0,1.0,0.0
22328,boatthe,0.0,0.0,1.0,0.0
22329,swiftest,0.0,0.0,1.0,0.0
22330,allseemed,0.0,0.0,1.0,0.0
22331,fasteningat,0.0,0.0,1.0,0.0
22332,boatsere,0.0,0.0,1.0,0.0
22333,directionthe,0.0,0.0,1.0,0.0
22334,sailstunsail,0.0,0.0,1.0,0.0
22335,stunsailafter,0.0,0.0,1.0,0.0
22336,kindling,0.0,0.0,1.0,0.0
22337,wager,0.0,0.0,1.0,6.0
22338,watchhes,0.0,0.0,1.0,0.0
22339,lookspale,0.0,0.0,1.0,0.0
22340,eyeslookit,0.0,0.0,1.0,0.0
22341,coatit,0.0,0.0,1.0,0.0
22342,sakei,0.0,0.0,1.0,0.0
22343,conjurehere,0.0,0.0,1.0,0.0
22344,icily,0.0,0.0,1.0,0.0
22345,petition,0.0,0.0,1.0,1.0
22346,charter,0.0,0.0,1.0,0.0
22347,shipi,0.0,0.0,1.0,0.0
22348,roundly,0.0,0.0,1.0,0.0
22349,itif,0.0,0.0,1.0,0.0
22350,wayfor,0.0,0.0,1.0,0.0
22351,onlyonly,0.0,0.0,1.0,0.0
22352,thatyou,0.0,0.0,1.0,0.0
22353,watchwhat,0.0,0.0,1.0,0.0
22354,rachels,0.0,0.0,1.0,0.0
22355,adopting,0.0,0.0,1.0,0.0
22356,iciness,0.0,0.0,1.0,0.0
22357,unmisgiving,0.0,0.0,1.0,0.0
22358,hardihood,0.0,0.0,1.0,0.0
22359,initiate,0.0,0.0,1.0,0.0
22360,unenervated,0.0,0.0,1.0,0.0
22361,display,0.0,0.0,1.0,0.0
22362,partiality,0.0,0.0,1.0,0.0
22363,undue,0.0,0.0,1.0,0.0
22364,boon,0.0,0.0,1.0,0.0
22365,ahabthough,0.0,0.0,1.0,0.0
22366,nestling,0.0,0.0,1.0,0.0
22367,nowa,0.0,0.0,1.0,0.0
22368,tooyes,0.0,0.0,1.0,0.0
22369,relent,0.0,0.0,1.0,0.0
22370,itrun,0.0,0.0,1.0,0.0
22371,ahabtouch,0.0,0.0,1.0,0.0
22372,prolongingly,0.0,0.0,1.0,0.0
22373,wordcaptain,0.0,0.0,1.0,0.0
22374,transfixed,0.0,0.0,1.0,0.0
22375,rejection,0.0,0.0,1.0,0.0
22376,enchantment,0.0,0.0,1.0,0.0
22377,cherrying,0.0,0.0,1.0,0.0
22378,129,0.0,0.0,1.0,0.0
22379,bigot,0.0,0.0,1.0,0.0
22380,fadeless,0.0,0.0,1.0,0.0
22381,manand,0.0,0.0,1.0,0.0
22382,crazybut,0.0,0.0,1.0,0.0
22383,likecureslike,0.0,0.0,1.0,0.0
22384,handmet,0.0,0.0,1.0,0.0
22385,thatgod,0.0,0.0,1.0,0.0
22386,befall,0.0,0.0,1.0,0.0
22387,airbut,0.0,0.0,1.0,0.0
22388,seventyfours,0.0,0.0,1.0,0.0
22389,lieutenants,0.0,0.0,1.0,0.0
22390,monsieurs,0.0,0.0,1.0,0.0
22391,coatsmonsieurs,0.0,0.0,1.0,0.0
22392,pipa,0.0,0.0,1.0,0.0
22393,hangdog,0.0,0.0,1.0,0.0
22394,cowardly,0.0,0.0,1.0,0.0
22395,onceseen,0.0,0.0,1.0,0.0
22396,cowardshist,0.0,0.0,1.0,0.0
22397,ivoryoh,0.0,0.0,1.0,0.0
22398,downhearted,0.0,0.0,1.0,0.0
22399,bulge,0.0,0.0,1.0,0.0
22400,130,0.0,0.0,1.0,0.0
22401,ahaball,0.0,0.0,1.0,0.0
22402,sweptseemed,0.0,0.0,1.0,0.0
22403,oceanfold,0.0,0.0,1.0,0.0
22404,dickand,0.0,0.0,1.0,0.0
22405,contrastingly,0.0,0.0,1.0,0.0
22406,concurred,0.0,0.0,1.0,0.0
22407,sinning,0.0,0.0,1.0,0.0
22408,sinned,0.0,0.0,1.0,0.0
22409,unsetting,0.0,0.0,1.0,0.0
22410,sustains,0.0,0.0,1.0,0.0
22411,domineered,0.0,0.0,1.0,0.0
22412,sprout,0.0,0.0,1.0,0.0
22413,clamped,0.0,0.0,1.0,0.0
22414,despot,0.0,0.0,1.0,0.0
22415,saywe,0.0,0.0,1.0,0.0
22416,watchmen,0.0,0.0,1.0,0.0
22417,limitsthe,0.0,0.0,1.0,0.0
22418,cabinscuttlehis,0.0,0.0,1.0,0.0
22419,nightdamp,0.0,0.0,1.0,0.0
22420,stonecarved,0.0,0.0,1.0,0.0
22421,mealsbreakfast,0.0,0.0,1.0,0.0
22422,unearthed,0.0,0.0,1.0,0.0
22423,intermission,0.0,0.0,1.0,0.0
22424,speakone,0.0,0.0,1.0,0.0
22425,otherunless,0.0,0.0,1.0,0.0
22426,unmomentous,0.0,0.0,1.0,0.0
22427,polelike,0.0,0.0,1.0,0.0
22428,verbal,0.0,0.0,1.0,0.0
22429,forethrown,0.0,0.0,1.0,0.0
22430,ahabin,0.0,0.0,1.0,0.0
22431,commandingly,0.0,0.0,1.0,0.0
22432,subordinatesahab,0.0,0.0,1.0,0.0
22433,siding,0.0,0.0,1.0,0.0
22434,glimmering,0.0,0.0,1.0,0.0
22435,aftman,0.0,0.0,1.0,0.0
22436,mastheadsand,0.0,0.0,1.0,0.0
22437,helmsmans,0.0,0.0,1.0,0.0
22438,heardwhat,0.0,0.0,1.0,0.0
22439,seesharp,0.0,0.0,1.0,0.0
22440,slided,0.0,0.0,1.0,0.0
22441,childrenseeking,0.0,0.0,1.0,0.0
22442,myselfhe,0.0,0.0,1.0,0.0
22443,sheaved,0.0,0.0,1.0,0.0
22444,downwardreeved,0.0,0.0,1.0,0.0
22445,attaching,0.0,0.0,1.0,0.0
22446,shunning,0.0,0.0,1.0,0.0
22447,relying,0.0,0.0,1.0,0.0
22448,saidtake,0.0,0.0,1.0,0.0
22449,siri,0.0,0.0,1.0,0.0
22450,arranging,0.0,0.0,1.0,0.0
22451,milesahead,0.0,0.0,1.0,0.0
22452,thatwithin,0.0,0.0,1.0,0.0
22453,foothold,0.0,0.0,1.0,0.0
22454,deckends,0.0,0.0,1.0,0.0
22455,fastenings,0.0,0.0,1.0,0.0
22456,decisionone,0.0,0.0,1.0,0.0
22457,somewhatit,0.0,0.0,1.0,0.0
22458,select,0.0,0.0,1.0,1.0
22459,redbilled,0.0,0.0,1.0,0.0
22460,incommodiously,0.0,0.0,1.0,0.0
22461,untrackably,0.0,0.0,1.0,0.0
22462,spiralized,0.0,0.0,1.0,0.0
22463,mizenmasthead,0.0,0.0,1.0,0.0
22464,scream,0.0,0.0,1.0,0.0
22465,tarquins,0.0,0.0,1.0,0.0
22466,replace,0.0,0.0,1.0,0.0
22467,tanaquil,0.0,0.0,1.0,0.0
22468,tarquin,0.0,0.0,1.0,0.0
22469,131,0.0,0.0,1.0,0.0
22470,lifebuoycoffin,0.0,0.0,1.0,0.0
22471,misnamed,0.0,0.0,1.0,0.0
22472,whalingships,0.0,0.0,1.0,0.0
22473,unrigged,0.0,0.0,1.0,0.0
22474,halfunhinged,0.0,0.0,1.0,0.0
22475,bleaching,0.0,0.0,1.0,0.0
22476,hollowcheeked,0.0,0.0,1.0,0.0
22477,sewing,0.0,0.0,1.0,1.0
22478,exclaiminglook,0.0,0.0,1.0,0.0
22479,triply,0.0,0.0,1.0,0.0
22480,manseest,0.0,0.0,1.0,0.0
22481,thatpointing,0.0,0.0,1.0,0.0
22482,hammocki,0.0,0.0,1.0,0.0
22483,creware,0.0,0.0,1.0,0.0
22484,thenoh,0.0,0.0,1.0,0.0
22485,godadvancing,0.0,0.0,1.0,0.0
22486,handsmay,0.0,0.0,1.0,0.0
22487,baptism,0.0,0.0,1.0,0.0
22488,dejected,0.0,0.0,1.0,1.0
22489,132,0.0,0.0,1.0,0.0
22490,symphony,0.0,0.0,1.0,0.0
22491,steelblue,0.0,0.0,1.0,0.0
22492,firmaments,0.0,0.0,1.0,0.0
22493,separable,0.0,0.0,1.0,0.0
22494,transparently,0.0,0.0,1.0,0.0
22495,manlike,0.0,0.0,1.0,0.0
22496,samsons,0.0,0.0,1.0,0.0
22497,unspeckled,0.0,0.0,1.0,0.0
22498,masculine,0.0,0.0,1.0,0.0
22499,sex,0.0,0.0,1.0,0.0
22500,groom,0.0,0.0,1.0,0.0
22501,motionmost,0.0,0.0,1.0,0.0
22502,equatordenoted,0.0,0.0,1.0,0.0
22503,haggardly,0.0,0.0,1.0,0.0
22504,unyielding,0.0,0.0,1.0,0.0
22505,untottering,0.0,0.0,1.0,0.0
22506,clearness,0.0,0.0,1.0,0.0
22507,innocency,0.0,0.0,1.0,0.0
22508,closecoiled,0.0,0.0,1.0,0.0
22509,martha,0.0,0.0,1.0,0.0
22510,laughingeyed,0.0,0.0,1.0,0.0
22511,elves,0.0,0.0,1.0,0.0
22512,heedlessly,0.0,0.0,1.0,0.0
22513,gambol,0.0,0.0,1.0,1.0
22514,singed,0.0,0.0,1.0,0.0
22515,marge,0.0,0.0,1.0,0.0
22516,burntout,0.0,0.0,1.0,0.0
22517,aromas,0.0,0.0,1.0,0.0
22518,dispel,0.0,0.0,1.0,0.0
22519,cankerous,0.0,0.0,1.0,0.0
22520,caress,0.0,0.0,1.0,0.0
22521,cruelforbiddingnow,0.0,0.0,1.0,0.0
22522,erring,0.0,0.0,1.0,1.0
22523,wee,0.0,0.0,1.0,0.0
22524,dayvery,0.0,0.0,1.0,0.0
22525,boyharpooneer,0.0,0.0,1.0,0.0
22526,fortyfortyforty,0.0,0.0,1.0,0.0
22527,agoago,0.0,0.0,1.0,0.0
22528,privation,0.0,0.0,1.0,0.0
22529,stormtime,0.0,0.0,1.0,0.0
22530,walledtown,0.0,0.0,1.0,0.0
22531,withoutoh,0.0,0.0,1.0,0.0
22532,guineacoast,0.0,0.0,1.0,0.0
22533,slavery,0.0,0.0,1.0,0.0
22534,commandwhen,0.0,0.0,1.0,0.0
22535,halfsuspected,0.0,0.0,1.0,0.0
22536,farefit,0.0,0.0,1.0,0.0
22537,soilwhen,0.0,0.0,1.0,0.0
22538,poorest,0.0,0.0,1.0,0.0
22539,crustsaway,0.0,0.0,1.0,0.0
22540,girlwife,0.0,0.0,1.0,0.0
22541,pillowwife,0.0,0.0,1.0,0.0
22542,wiferather,0.0,0.0,1.0,0.0
22543,frenzy,0.0,0.0,1.0,0.0
22544,foamingly,0.0,0.0,1.0,0.0
22545,preymore,0.0,0.0,1.0,0.0
22546,manaye,0.0,0.0,1.0,0.0
22547,foolfoolold,0.0,0.0,1.0,0.0
22548,godcrack,0.0,0.0,1.0,0.0
22549,heartstave,0.0,0.0,1.0,0.0
22550,brainmockery,0.0,0.0,1.0,0.0
22551,boardlower,0.0,0.0,1.0,0.0
22552,starbuckswife,0.0,0.0,1.0,0.0
22553,sisterly,0.0,0.0,1.0,0.0
22554,playfellow,0.0,0.0,1.0,0.0
22555,awaythis,0.0,0.0,1.0,0.0
22556,themsome,0.0,0.0,1.0,0.0
22557,timeyes,0.0,0.0,1.0,0.0
22558,blighted,0.0,0.0,1.0,0.0
22559,cindered,0.0,0.0,1.0,0.0
22560,lovings,0.0,0.0,1.0,0.0
22561,longings,0.0,0.0,1.0,0.0
22562,errandboy,0.0,0.0,1.0,0.0
22563,albicore,0.0,0.0,1.0,0.0
22564,halfcut,0.0,0.0,1.0,0.0
22565,swathsstarbuck,0.0,0.0,1.0,0.0
22566,blanched,0.0,0.0,1.0,0.0
22567,motionlessly,0.0,0.0,1.0,0.0
22568,133,0.0,0.0,1.0,0.0
22569,chasefirst,0.0,0.0,1.0,0.0
22570,manas,0.0,0.0,1.0,0.0
22571,intervalsstepped,0.0,0.0,1.0,0.0
22572,inspecting,0.0,0.0,1.0,0.0
22573,dogvane,0.0,0.0,1.0,0.0
22574,ascertaining,0.0,0.0,1.0,0.0
22575,vindicated,0.0,0.0,1.0,0.0
22576,bordering,0.0,0.0,1.0,0.0
22577,metalliclike,0.0,0.0,1.0,0.0
22578,tiderip,0.0,0.0,1.0,0.0
22579,flattening,0.0,0.0,1.0,0.0
22580,sailsstunsails,0.0,0.0,1.0,0.0
22581,lifeline,0.0,0.0,1.0,0.0
22582,royalmast,0.0,0.0,1.0,0.0
22583,topgallantsail,0.0,0.0,1.0,0.0
22584,gulllike,0.0,0.0,1.0,0.0
22585,snowhill,0.0,0.0,1.0,0.0
22586,topgallantmast,0.0,0.0,1.0,0.0
22587,jetting,0.0,0.0,1.0,0.0
22588,sameno,0.0,0.0,1.0,0.0
22589,attuned,0.0,0.0,1.0,0.0
22590,prolongings,0.0,0.0,1.0,0.0
22591,topgallantsails,0.0,0.0,1.0,0.0
22592,lowerquick,0.0,0.0,1.0,0.0
22593,helmbrace,0.0,0.0,1.0,0.0
22594,hershiver,0.0,0.0,1.0,0.0
22595,herso,0.0,0.0,1.0,0.0
22596,boatsails,0.0,0.0,1.0,0.0
22597,setall,0.0,0.0,1.0,0.0
22598,deathglimmer,0.0,0.0,1.0,0.0
22599,nautilus,0.0,0.0,1.0,0.0
22600,noonmeadow,0.0,0.0,1.0,0.0
22601,unsuspecting,0.0,0.0,1.0,0.0
22602,turkishrugged,0.0,0.0,1.0,0.0
22603,interchangeably,0.0,0.0,1.0,0.0
22604,feathering,0.0,0.0,1.0,0.0
22605,alternate,0.0,0.0,1.0,0.0
22606,flagstaff,0.0,0.0,1.0,0.0
22607,softtoed,0.0,0.0,1.0,0.0
22608,pennons,0.0,0.0,1.0,0.0
22609,joyousnessa,0.0,0.0,1.0,0.0
22610,ravished,0.0,0.0,1.0,0.0
22611,europa,0.0,0.0,1.0,0.0
22612,bewitching,0.0,0.0,1.0,0.0
22613,crete,0.0,0.0,1.0,0.0
22614,surpass,0.0,0.0,1.0,0.0
22615,glorified,0.0,0.0,1.0,0.0
22616,sidecoincident,0.0,0.0,1.0,0.0
22617,awayon,0.0,0.0,1.0,0.0
22618,enticings,0.0,0.0,1.0,0.0
22619,namelessly,0.0,0.0,1.0,0.0
22620,assail,0.0,0.0,1.0,1.0
22621,enticing,0.0,0.0,1.0,0.0
22622,glidest,0.0,0.0,1.0,0.0
22623,bejuggled,0.0,0.0,1.0,0.0
22624,tranquillities,0.0,0.0,1.0,0.0
22625,handclappings,0.0,0.0,1.0,0.0
22626,withholding,0.0,0.0,1.0,0.0
22627,marbleized,0.0,0.0,1.0,0.0
22628,warningly,0.0,0.0,1.0,0.0
22629,bannered,0.0,0.0,1.0,0.0
22630,hoveringly,0.0,0.0,1.0,0.0
22631,seafowls,0.0,0.0,1.0,0.0
22632,apeak,0.0,0.0,1.0,0.0
22633,wooing,0.0,0.0,1.0,0.0
22634,freshened,0.0,0.0,1.0,0.0
22635,birdsthe,0.0,0.0,1.0,0.0
22636,expectant,0.0,0.0,1.0,0.0
22637,keener,0.0,0.0,1.0,0.0
22638,weasel,0.0,0.0,1.0,2.0
22639,undiscoverable,0.0,0.0,1.0,0.0
22640,opendoored,0.0,0.0,1.0,0.0
22641,stratagem,0.0,0.0,1.0,0.0
22642,sidelingly,0.0,0.0,1.0,0.0
22643,thrilled,0.0,0.0,1.0,0.0
22644,rowlock,0.0,0.0,1.0,0.0
22645,pearlwhite,0.0,0.0,1.0,0.0
22646,unastonished,0.0,0.0,1.0,0.0
22647,dallied,0.0,0.0,1.0,0.0
22648,frenzied,0.0,0.0,1.0,0.0
22649,gripe,0.0,0.0,1.0,0.0
22650,frail,0.0,0.0,1.0,0.0
22651,sternwreck,0.0,0.0,1.0,0.0
22652,crafty,0.0,0.0,1.0,1.0
22653,upraising,0.0,0.0,1.0,0.0
22654,loosed,0.0,0.0,1.0,1.0
22655,flatfaced,0.0,0.0,1.0,0.0
22656,ripplingly,0.0,0.0,1.0,0.0
22657,spindled,0.0,0.0,1.0,0.0
22658,rosesome,0.0,0.0,1.0,0.0
22659,waterthe,0.0,0.0,1.0,0.0
22660,vindictively,0.0,0.0,1.0,0.0
22661,channel,0.0,0.0,1.0,0.0
22662,overleap,0.0,0.0,1.0,0.0
22663,designation,0.0,0.0,1.0,0.0
22664,comprehensively,0.0,0.0,1.0,0.0
22665,madden,0.0,0.0,1.0,0.0
22666,mulberries,0.0,0.0,1.0,0.0
22667,antiochuss,0.0,0.0,1.0,0.0
22668,maccabees,0.0,0.0,1.0,0.0
22669,swimthough,0.0,0.0,1.0,0.0
22670,incuriously,0.0,0.0,1.0,0.0
22671,revolvingly,0.0,0.0,1.0,0.0
22672,planetarily,0.0,0.0,1.0,0.0
22673,hersail,0.0,0.0,1.0,0.0
22674,thebut,0.0,0.0,1.0,0.0
22675,shoutedsail,0.0,0.0,1.0,0.0
22676,whaledrive,0.0,0.0,1.0,0.0
22677,caking,0.0,0.0,1.0,0.0
22678,trodden,0.0,0.0,1.0,0.0
22679,ravines,0.0,0.0,1.0,0.0
22680,prostration,0.0,0.0,1.0,0.0
22681,abbreviate,0.0,0.0,1.0,0.0
22682,pang,0.0,0.0,1.0,0.0
22683,feebler,0.0,0.0,1.0,0.0
22684,intensities,0.0,0.0,1.0,0.0
22685,centres,0.0,0.0,1.0,0.0
22686,circumferences,0.0,0.0,1.0,0.0
22687,draggingly,0.0,0.0,1.0,0.0
22688,armis,0.0,0.0,1.0,0.0
22689,meany,0.0,0.0,1.0,0.0
22690,fivethere,0.0,0.0,1.0,0.0
22691,goodhelp,0.0,0.0,1.0,0.0
22692,spouthands,0.0,0.0,1.0,0.0
22693,doublebanked,0.0,0.0,1.0,0.0
22694,treblebanked,0.0,0.0,1.0,0.0
22695,vicissitude,0.0,0.0,1.0,0.0
22696,cranesthe,0.0,0.0,1.0,0.0
22697,stacking,0.0,0.0,1.0,0.0
22698,outstretching,0.0,0.0,1.0,0.0
22699,doublejointed,0.0,0.0,1.0,0.0
22700,mobydick,0.0,0.0,1.0,0.0
22701,binnaclewatch,0.0,0.0,1.0,0.0
22702,allotted,0.0,0.0,1.0,0.0
22703,heardwhose,0.0,0.0,1.0,0.0
22704,breadththus,0.0,0.0,1.0,0.0
22705,troops,0.0,0.0,1.0,0.0
22706,exclaimedthe,0.0,0.0,1.0,0.0
22707,thistle,0.0,0.0,1.0,0.0
22708,pricked,0.0,0.0,1.0,0.0
22709,soulless,0.0,0.0,1.0,0.0
22710,omenthe,0.0,0.0,1.0,0.0
22711,honorably,0.0,0.0,1.0,0.0
22712,darkling,0.0,0.0,1.0,0.0
22713,hintbegone,0.0,0.0,1.0,0.0
22714,peopled,0.0,0.0,1.0,0.0
22715,coldi,0.0,0.0,1.0,0.0
22716,shiverhow,0.0,0.0,1.0,0.0
22717,unset,0.0,0.0,1.0,0.0
22718,sirtoo,0.0,0.0,1.0,0.0
22719,darkcried,0.0,0.0,1.0,0.0
22720,sirstraight,0.0,0.0,1.0,0.0
