,Word,romeoandjuliet,greatgatsby,mobydick,querybook
14269,pecked,0.0,0.0,1.0,0.0
14270,footpads,0.0,0.0,1.0,0.0
14271,glassthe,0.0,0.0,1.0,0.0
14272,shilling,0.0,0.0,1.0,0.0
14273,accommodated,0.0,0.0,1.0,0.0
14274,fullnot,0.0,0.0,1.0,0.0
14275,unoccupied,0.0,0.0,1.0,0.0
14276,awhalin,0.0,0.0,1.0,0.0
14277,decidedly,0.0,0.0,1.0,0.0
14278,objectionable,0.0,0.0,1.0,0.0
14279,supperyou,0.0,0.0,1.0,0.0
14280,supperll,0.0,0.0,1.0,0.0
14281,ruminating,0.0,0.0,1.0,0.0
14282,adorning,0.0,0.0,1.0,0.0
14283,icelandno,0.0,0.0,1.0,0.0
14284,kindnot,0.0,0.0,1.0,0.0
14285,sartainty,0.0,0.0,1.0,0.0
14286,diabolically,0.0,0.0,1.0,0.0
14287,donthe,0.0,0.0,1.0,0.0
14288,steaks,0.0,0.0,1.0,0.0
14289,undress,0.0,0.0,1.0,0.0
14290,looker,0.0,0.0,1.0,0.0
14291,rioting,0.0,0.0,1.0,0.0
14292,grampuss,0.0,0.0,1.0,0.0
14293,seed,0.0,0.0,1.0,1.0
14294,feegees,0.0,0.0,1.0,0.0
14295,tramping,0.0,0.0,1.0,0.0
14296,bedarned,0.0,0.0,1.0,0.0
14297,eruption,0.0,0.0,1.0,1.0
14298,mouththe,0.0,0.0,1.0,0.0
14299,barwhen,0.0,0.0,1.0,0.0
14300,officiating,0.0,0.0,1.0,0.0
14301,brimmers,0.0,0.0,1.0,0.0
14302,pitchlike,0.0,0.0,1.0,0.0
14303,colds,0.0,0.0,1.0,0.0
14304,catarrhs,0.0,0.0,1.0,0.0
14305,iceisland,0.0,0.0,1.0,0.0
14306,arrantest,0.0,0.0,1.0,0.0
14307,topers,0.0,0.0,1.0,0.0
14308,obstreperously,0.0,0.0,1.0,0.0
14309,desirous,0.0,0.0,1.0,1.0
14310,seagods,0.0,0.0,1.0,0.0
14311,sleepingpartner,0.0,0.0,1.0,0.0
14312,cofferdam,0.0,0.0,1.0,0.0
14313,southerner,0.0,0.0,1.0,0.0
14314,mountaineers,0.0,0.0,1.0,0.0
14315,alleghanian,0.0,0.0,1.0,0.0
14316,virginia,0.0,0.0,1.0,0.0
14317,supernaturally,0.0,0.0,1.0,0.0
14318,congratulate,0.0,0.0,1.0,0.0
14319,multiply,0.0,0.0,1.0,0.0
14320,abominated,0.0,0.0,1.0,0.0
14321,tidiest,0.0,0.0,1.0,0.0
14322,bedwards,0.0,0.0,1.0,0.0
14323,midnighthow,0.0,0.0,1.0,0.0
14324,harpooneeri,0.0,0.0,1.0,0.0
14325,tablecloth,0.0,0.0,1.0,0.0
14326,herefeeling,0.0,0.0,1.0,0.0
14327,barwait,0.0,0.0,1.0,0.0
14328,dusting,0.0,0.0,1.0,0.0
14329,planeiron,0.0,0.0,1.0,0.0
14330,spraining,0.0,0.0,1.0,0.0
14331,quitthe,0.0,0.0,1.0,0.0
14332,eider,0.0,0.0,1.0,0.0
14333,oneso,0.0,0.0,1.0,0.0
14334,yoking,0.0,0.0,1.0,0.0
14335,rickety,0.0,0.0,1.0,0.0
14336,whirlwinds,0.0,0.0,1.0,0.0
14337,himbolt,0.0,0.0,1.0,0.0
14338,knockings,0.0,0.0,1.0,0.0
14339,popped,0.0,0.0,1.0,0.0
14340,alltheres,0.0,0.0,1.0,0.0
14341,hedoes,0.0,0.0,1.0,0.0
14342,chuckled,0.0,0.0,1.0,0.0
14343,chuckle,0.0,0.0,1.0,0.0
14344,mightily,0.0,0.0,1.0,0.0
14345,birdairley,0.0,0.0,1.0,0.0
14346,airley,0.0,0.0,1.0,0.0
14347,riseyes,0.0,0.0,1.0,0.0
14348,headwhat,0.0,0.0,1.0,0.0
14349,bamboozingly,0.0,0.0,1.0,0.0
14350,markets,0.0,0.0,1.0,0.0
14351,overstocked,0.0,0.0,1.0,0.0
14352,meim,0.0,0.0,1.0,0.0
14353,toothpick,0.0,0.0,1.0,0.0
14354,rayther,0.0,0.0,1.0,0.0
14355,slanderin,0.0,0.0,1.0,0.0
14356,farrago,0.0,0.0,1.0,0.0
14357,ibroke,0.0,0.0,1.0,0.0
14358,sartain,0.0,0.0,1.0,0.0
14359,mt,0.0,0.0,1.0,0.0
14360,hecla,0.0,0.0,1.0,0.0
14361,snowstormlandlord,0.0,0.0,1.0,0.0
14362,persist,0.0,0.0,1.0,0.0
14363,mystifying,0.0,0.0,1.0,0.0
14364,bedfellowa,0.0,0.0,1.0,0.0
14365,unsay,0.0,0.0,1.0,0.0
14366,purty,0.0,0.0,1.0,0.0
14367,sarmon,0.0,0.0,1.0,0.0
14368,rips,0.0,0.0,1.0,0.0
14369,tellin,0.0,0.0,1.0,0.0
14370,balmed,0.0,0.0,1.0,0.0
14371,curios,0.0,0.0,1.0,0.0
14372,tomorrows,0.0,0.0,1.0,0.0
14373,sellin,0.0,0.0,1.0,0.0
14374,inions,0.0,0.0,1.0,0.0
14375,fooling,0.0,0.0,1.0,0.0
14376,idolators,0.0,0.0,1.0,0.0
14377,reglar,0.0,0.0,1.0,0.0
14378,flukesits,0.0,0.0,1.0,0.0
14379,spliced,0.0,0.0,1.0,0.0
14380,johnny,0.0,0.0,1.0,0.0
14381,arter,0.0,0.0,1.0,0.0
14382,glim,0.0,0.0,1.0,0.0
14383,jiffy,0.0,0.0,1.0,0.0
14384,irresolute,0.0,0.0,1.0,0.0
14385,vum,0.0,0.0,1.0,0.0
14386,sundayyou,0.0,0.0,1.0,0.0
14387,somewherecome,0.0,0.0,1.0,0.0
14388,porcupine,0.0,0.0,1.0,1.0
14389,moccasin,0.0,0.0,1.0,0.0
14390,ponchos,0.0,0.0,1.0,0.0
14391,parade,0.0,0.0,1.0,0.0
14392,rainy,0.0,0.0,1.0,0.0
14393,commended,0.0,0.0,1.0,1.0
14394,corncobs,0.0,0.0,1.0,0.0
14395,footfall,0.0,0.0,1.0,0.0
14396,headpeddler,0.0,0.0,1.0,0.0
14397,unlacing,0.0,0.0,1.0,0.0
14398,roundwhen,0.0,0.0,1.0,0.0
14399,blackish,0.0,0.0,1.0,0.0
14400,stickingplasters,0.0,0.0,1.0,0.0
14401,inkling,0.0,0.0,1.0,0.0
14402,mana,0.0,0.0,1.0,0.0
14403,toowho,0.0,0.0,1.0,0.0
14404,effects,0.0,0.0,1.0,2.0
14405,sealskin,0.0,0.0,1.0,0.0
14406,enoughand,0.0,0.0,1.0,0.0
14407,crammed,0.0,0.0,1.0,0.0
14408,hata,0.0,0.0,1.0,0.0
14409,hatwhen,0.0,0.0,1.0,0.0
14410,headnone,0.0,0.0,1.0,0.0
14411,leastnothing,0.0,0.0,1.0,0.0
14412,scalpknot,0.0,0.0,1.0,0.0
14413,mildewed,0.0,0.0,1.0,0.0
14414,parent,0.0,0.0,1.0,0.0
14415,nonplussed,0.0,0.0,1.0,0.0
14416,undressing,0.0,0.0,1.0,0.0
14417,checkered,0.0,0.0,1.0,0.0
14418,stickingplaster,0.0,0.0,1.0,0.0
14419,quaked,0.0,0.0,1.0,0.0
14420,tooperhaps,0.0,0.0,1.0,0.0
14421,mineheavens,0.0,0.0,1.0,0.0
14422,wrapall,0.0,0.0,1.0,0.0
14423,dreadnaught,0.0,0.0,1.0,0.0
14424,hunch,0.0,0.0,1.0,0.0
14425,manikin,0.0,0.0,1.0,0.0
14426,tenpin,0.0,0.0,1.0,0.0
14427,andirons,0.0,0.0,1.0,0.0
14428,jambs,0.0,0.0,1.0,0.0
14429,meantimeto,0.0,0.0,1.0,0.0
14430,applying,0.0,0.0,1.0,0.0
14431,hastier,0.0,0.0,1.0,0.0
14432,withdrawals,0.0,0.0,1.0,0.0
14433,antics,0.0,0.0,1.0,0.0
14434,devotee,0.0,0.0,1.0,0.0
14435,singsong,0.0,0.0,1.0,0.0
14436,extinguishing,0.0,0.0,1.0,0.0
14437,unceremoniously,0.0,0.0,1.0,0.0
14438,bagged,0.0,0.0,1.0,0.0
14439,sportsman,0.0,0.0,1.0,0.0
14440,woodcock,0.0,0.0,1.0,1.0
14441,uncomfortableness,0.0,0.0,1.0,0.0
14442,deliberating,0.0,0.0,1.0,0.0
14443,puffed,0.0,0.0,1.0,0.0
14444,stammering,0.0,0.0,1.0,0.0
14445,conjured,0.0,0.0,1.0,0.0
14446,responses,0.0,0.0,1.0,0.0
14447,whoe,0.0,0.0,1.0,0.0
14448,debel,0.0,0.0,1.0,0.0
14449,youhe,0.0,0.0,1.0,0.0
14450,saidyou,0.0,0.0,1.0,0.0
14451,flourishing,0.0,0.0,1.0,0.0
14452,tellee,0.0,0.0,1.0,0.0
14453,whoee,0.0,0.0,1.0,0.0
14454,flourishings,0.0,0.0,1.0,0.0
14455,knowd,0.0,0.0,1.0,0.0
14456,itdidnt,0.0,0.0,1.0,0.0
14457,peddlin,0.0,0.0,1.0,0.0
14458,townbut,0.0,0.0,1.0,0.0
14459,hereyou,0.0,0.0,1.0,0.0
14460,sabbeeyou,0.0,0.0,1.0,0.0
14461,sleepe,0.0,0.0,1.0,0.0
14462,plentygrunted,0.0,0.0,1.0,0.0
14463,gettee,0.0,0.0,1.0,0.0
14464,motioning,0.0,0.0,1.0,0.0
14465,comely,0.0,0.0,1.0,0.0
14466,myselfthe,0.0,0.0,1.0,0.0
14467,insured,0.0,0.0,1.0,0.0
14468,bedrolling,0.0,0.0,1.0,0.0
14469,sayi,0.0,0.0,1.0,0.0
14470,4,0.0,0.0,1.0,0.0
14471,particoloured,0.0,0.0,1.0,0.0
14472,triangles,0.0,0.0,1.0,0.0
14473,shadeowing,0.0,0.0,1.0,0.0
14474,timesthis,0.0,0.0,1.0,0.0
14475,caper,0.0,0.0,1.0,0.0
14476,otheri,0.0,0.0,1.0,0.0
14477,supperlessmy,0.0,0.0,1.0,0.0
14478,21st,0.0,0.0,1.0,0.0
14479,ached,0.0,0.0,1.0,0.0
14480,coaches,0.0,0.0,1.0,0.0
14481,worseat,0.0,0.0,1.0,0.0
14482,stockinged,0.0,0.0,1.0,0.0
14483,slippering,0.0,0.0,1.0,0.0
14484,misbehaviour,0.0,0.0,1.0,0.0
14485,condemning,0.0,0.0,1.0,0.0
14486,unendurable,0.0,0.0,1.0,0.0
14487,stepmothers,0.0,0.0,1.0,0.0
14488,ithalf,0.0,0.0,1.0,0.0
14489,steeped,0.0,0.0,1.0,0.0
14490,dreamsi,0.0,0.0,1.0,0.0
14491,shudderingly,0.0,0.0,1.0,0.0
14492,soberly,0.0,0.0,1.0,0.0
14493,recurred,0.0,0.0,1.0,0.0
14494,armunlock,0.0,0.0,1.0,0.0
14495,claspyet,0.0,0.0,1.0,0.0
14496,hugged,0.0,0.0,1.0,0.0
14497,himqueequegbut,0.0,0.0,1.0,0.0
14498,snore,0.0,0.0,1.0,0.0
14499,horsecollar,0.0,0.0,1.0,0.0
14500,hatchetfaced,0.0,0.0,1.0,0.0
14501,queequegin,0.0,0.0,1.0,0.0
14502,expostulations,0.0,0.0,1.0,0.0
14503,unbecomingness,0.0,0.0,1.0,0.0
14504,matrimonial,0.0,0.0,1.0,0.0
14505,pikestaff,0.0,0.0,1.0,0.0
14506,dawning,0.0,0.0,1.0,1.0
14507,overture,0.0,0.0,1.0,0.0
14508,innate,0.0,0.0,1.0,0.0
14509,civility,0.0,0.0,1.0,0.0
14510,rudeness,0.0,0.0,1.0,0.0
14511,toilette,0.0,0.0,1.0,0.0
14512,donning,0.0,0.0,1.0,0.0
14513,thenstill,0.0,0.0,1.0,0.0
14514,trowsershe,0.0,0.0,1.0,0.0
14515,himselfboots,0.0,0.0,1.0,0.0
14516,onunder,0.0,0.0,1.0,0.0
14517,gaspings,0.0,0.0,1.0,0.0
14518,booting,0.0,0.0,1.0,0.0
14519,stageneither,0.0,0.0,1.0,0.0
14520,caterpillar,0.0,0.0,1.0,0.0
14521,outlandishness,0.0,0.0,1.0,0.0
14522,cowhide,0.0,0.0,1.0,0.0
14523,onesprobably,0.0,0.0,1.0,0.0
14524,eitherrather,0.0,0.0,1.0,0.0
14525,pinched,0.0,0.0,1.0,0.0
14526,indecorous,0.0,0.0,1.0,0.0
14527,contented,0.0,0.0,1.0,0.0
14528,restricting,0.0,0.0,1.0,0.0
14529,donned,0.0,0.0,1.0,0.0
14530,lathering,0.0,0.0,1.0,0.0
14531,unsheathes,0.0,0.0,1.0,0.0
14532,whets,0.0,0.0,1.0,0.0
14533,rogerss,0.0,0.0,1.0,0.0
14534,cutlery,0.0,0.0,1.0,0.0
14535,baton,0.0,0.0,1.0,0.0
14536,5,0.0,0.0,1.0,0.0
14537,mores,0.0,0.0,1.0,0.0
14538,bountifully,0.0,0.0,1.0,0.0
14539,laughable,0.0,0.0,1.0,0.0
14540,bosky,0.0,0.0,1.0,0.0
14541,unshorn,0.0,0.0,1.0,0.0
14542,gowns,0.0,0.0,1.0,0.0
14543,suntoasted,0.0,0.0,1.0,0.0
14544,lingers,0.0,0.0,1.0,0.0
14545,tawn,0.0,0.0,1.0,0.0
14546,tarried,0.0,0.0,1.0,0.0
14547,barred,0.0,0.0,1.0,0.0
14548,selfpossessed,0.0,0.0,1.0,0.0
14549,mungo,0.0,0.0,1.0,0.0
14550,assurance,0.0,0.0,1.0,2.0
14551,mungos,0.0,0.0,1.0,0.0
14552,performancesthis,0.0,0.0,1.0,0.0
14553,occasioned,0.0,0.0,1.0,0.0
14554,seadogs,0.0,0.0,1.0,0.0
14555,bashfulness,0.0,0.0,1.0,0.0
14556,seasentire,0.0,0.0,1.0,0.0
14557,duelled,0.0,0.0,1.0,0.0
14558,tableall,0.0,0.0,1.0,0.0
14559,tasteslooking,0.0,0.0,1.0,0.0
14560,bashful,0.0,0.0,1.0,0.0
14561,queequegwhy,0.0,0.0,1.0,0.0
14562,themat,0.0,0.0,1.0,0.0
14563,icicle,0.0,0.0,1.0,0.0
14564,admirer,0.0,0.0,1.0,0.0
14565,cordially,0.0,0.0,1.0,0.0
14566,grappling,0.0,0.0,1.0,1.0
14567,genteelly,0.0,0.0,1.0,0.0
14568,eschewed,0.0,0.0,1.0,0.0
14569,undivided,0.0,0.0,1.0,0.0
14570,6,0.0,0.0,1.0,0.0
14571,nondescripts,0.0,0.0,1.0,0.0
14572,chestnut,0.0,0.0,1.0,0.0
14573,jostle,0.0,0.0,1.0,0.0
14574,regent,0.0,0.0,1.0,0.0
14575,lascars,0.0,0.0,1.0,0.0
14576,bombay,0.0,0.0,1.0,0.0
14577,apollo,0.0,0.0,1.0,0.0
14578,lastmentioned,0.0,0.0,1.0,0.0
14579,haunts,0.0,0.0,1.0,0.0
14580,feegeeans,0.0,0.0,1.0,0.0
14581,tongatobooarrs,0.0,0.0,1.0,0.0
14582,erromanggoans,0.0,0.0,1.0,0.0
14583,pannangians,0.0,0.0,1.0,0.0
14584,brighggians,0.0,0.0,1.0,0.0
14585,whalingcraft,0.0,0.0,1.0,0.0
14586,weekly,0.0,0.0,1.0,0.0
14587,vermonters,0.0,0.0,1.0,0.0
14588,stalwart,0.0,0.0,1.0,0.0
14589,frames,0.0,0.0,1.0,0.0
14590,felled,0.0,0.0,1.0,0.0
14591,strutting,0.0,0.0,1.0,0.0
14592,swallowtailed,0.0,0.0,1.0,0.0
14593,sailorbelt,0.0,0.0,1.0,0.0
14594,sheathknife,0.0,0.0,1.0,0.0
14595,souwester,0.0,0.0,1.0,0.0
14596,bombazine,0.0,0.0,1.0,0.0
14597,townbred,0.0,0.0,1.0,0.0
14598,countrybred,0.0,0.0,1.0,0.0
14599,dandya,0.0,0.0,1.0,0.0
14600,mow,0.0,0.0,1.0,0.0
14601,gloves,0.0,0.0,1.0,0.0
14602,seaoutfit,0.0,0.0,1.0,0.0
14603,bellbuttons,0.0,0.0,1.0,0.0
14604,waistcoats,0.0,0.0,1.0,0.0
14605,hayseed,0.0,0.0,1.0,0.0
14606,tract,0.0,0.0,1.0,0.0
14607,springtime,0.0,0.0,1.0,0.0
14608,pave,0.0,0.0,1.0,0.0
14609,patricianlike,0.0,0.0,1.0,0.0
14610,parks,0.0,0.0,1.0,0.0
14611,scraggy,0.0,0.0,1.0,0.0
14612,scoria,0.0,0.0,1.0,0.0
14613,herr,0.0,0.0,1.0,0.0
14614,dowers,0.0,0.0,1.0,0.0
14615,apiece,0.0,0.0,1.0,1.0
14616,reservoirs,0.0,0.0,1.0,0.0
14617,mapleslong,0.0,0.0,1.0,0.0
14618,bountiful,0.0,0.0,1.0,0.0
14619,horsechestnuts,0.0,0.0,1.0,0.0
14620,candelabrawise,0.0,0.0,1.0,0.0
14621,proffer,0.0,0.0,1.0,0.0
14622,passerby,0.0,0.0,1.0,0.0
14623,cones,0.0,0.0,1.0,0.0
14624,superinduced,0.0,0.0,1.0,0.0
14625,carnation,0.0,0.0,1.0,0.0
14626,salem,0.0,0.0,1.0,0.0
14627,sweethearts,0.0,0.0,1.0,0.0
14628,puritanic,0.0,0.0,1.0,0.0
14629,7,0.0,0.0,1.0,0.0
14630,talbot,0.0,0.0,1.0,0.0
14631,robert,0.0,0.0,1.0,0.0
14632,willis,0.0,0.0,1.0,0.0
14633,ellery,0.0,0.0,1.0,0.0
14634,coleman,0.0,0.0,1.0,0.0
14635,canny,0.0,0.0,1.0,0.0
14636,seth,0.0,0.0,1.0,0.0
14637,gleig,0.0,0.0,1.0,0.0
14638,eliza,0.0,0.0,1.0,0.0
14639,31st,0.0,0.0,1.0,0.0
14640,1833,0.0,0.0,1.0,0.0
14641,iceglazed,0.0,0.0,1.0,0.0
14642,relatives,0.0,0.0,1.0,0.0
14643,unhealing,0.0,0.0,1.0,0.0
14644,sympathetically,0.0,0.0,1.0,0.0
14645,bleed,0.0,0.0,1.0,2.0
14646,sayhere,0.0,0.0,1.0,0.0
14647,blanks,0.0,0.0,1.0,1.0
14648,blackbordered,0.0,0.0,1.0,0.0
14649,infidelities,0.0,0.0,1.0,0.0
14650,gnaw,0.0,0.0,1.0,0.0
14651,resurrections,0.0,0.0,1.0,0.0
14652,placelessly,0.0,0.0,1.0,0.0
14653,goodwin,0.0,0.0,1.0,0.0
14654,prefix,0.0,0.0,1.0,0.0
14655,entitle,0.0,0.0,1.0,0.0
14656,embarks,0.0,0.0,1.0,0.0
14657,deathforfeitures,0.0,0.0,1.0,0.0
14658,immortals,0.0,0.0,1.0,0.0
14659,unstirring,0.0,0.0,1.0,0.0
14660,paralysis,0.0,0.0,1.0,0.0
14661,rumor,0.0,0.0,1.0,0.0
14662,seemsaye,0.0,0.0,1.0,0.0
14663,brevet,0.0,0.0,1.0,0.0
14664,whalinga,0.0,0.0,1.0,0.0
14665,speechlessly,0.0,0.0,1.0,0.0
14666,chaotic,0.0,0.0,1.0,0.0
14667,bundling,0.0,0.0,1.0,0.0
14668,hugely,0.0,0.0,1.0,0.0
14669,8,0.0,0.0,1.0,0.0
14670,stormpelted,0.0,0.0,1.0,0.0
14671,regardful,0.0,0.0,1.0,0.0
14672,dedicated,0.0,0.0,1.0,0.0
14673,ministry,0.0,0.0,1.0,0.0
14674,merging,0.0,0.0,1.0,0.0
14675,fissures,0.0,0.0,1.0,0.0
14676,bloomthe,0.0,0.0,1.0,0.0
14677,peeping,0.0,0.0,1.0,0.0
14678,februarys,0.0,0.0,1.0,0.0
14679,engrafted,0.0,0.0,1.0,0.0
14680,clerical,0.0,0.0,1.0,0.0
14681,overshoes,0.0,0.0,1.0,0.0
14682,ornamental,0.0,0.0,1.0,0.0
14683,sailorlike,0.0,0.0,1.0,0.0
14684,reverential,0.0,0.0,1.0,0.0
14685,clothcovered,0.0,0.0,1.0,0.0
14686,deposited,0.0,0.0,1.0,0.0
14687,courting,0.0,0.0,1.0,0.0
14688,signifies,0.0,0.0,1.0,0.0
14689,withdrawal,0.0,0.0,1.0,0.0
14690,connexions,0.0,0.0,1.0,0.0
14691,selfcontaining,0.0,0.0,1.0,0.0
14692,strongholda,0.0,0.0,1.0,0.0
14693,ehrenbreitstein,0.0,0.0,1.0,0.0
14694,chaplains,0.0,0.0,1.0,0.0
14695,seafarings,0.0,0.0,1.0,0.0
14696,cenotaphs,0.0,0.0,1.0,0.0
14697,adorned,0.0,0.0,1.0,0.0
14698,darkrolling,0.0,0.0,1.0,0.0
14699,victorys,0.0,0.0,1.0,0.0
14700,offserenest,0.0,0.0,1.0,0.0
14701,seataste,0.0,0.0,1.0,0.0
14702,bluff,0.0,0.0,1.0,0.0
14703,scroll,0.0,0.0,1.0,0.0
14704,fiddleheaded,0.0,0.0,1.0,0.0
14705,meaningfor,0.0,0.0,1.0,0.0
14706,brunt,0.0,0.0,1.0,0.0
14707,favourable,0.0,0.0,1.0,0.0
14708,9,0.0,0.0,1.0,0.0
14709,unassuming,0.0,0.0,1.0,0.0
14710,larboardlarboard,0.0,0.0,1.0,0.0
14711,seaboots,0.0,0.0,1.0,0.0
14712,tolling,0.0,0.0,1.0,0.0
14713,fogin,0.0,0.0,1.0,0.0
14714,stanzas,0.0,0.0,1.0,0.0
14715,pealing,0.0,0.0,1.0,0.0
14716,deepening,0.0,0.0,1.0,0.0
14717,complaints,0.0,0.0,1.0,0.0
14718,confine,0.0,0.0,1.0,2.0
14719,verse,0.0,0.0,1.0,1.0
14720,jonahand,0.0,0.0,1.0,0.0
14721,chaptersfour,0.0,0.0,1.0,0.0
14722,yarnsis,0.0,0.0,1.0,0.0
14723,sealine,0.0,0.0,1.0,0.0
14724,canticle,0.0,0.0,1.0,0.0
14725,billowlike,0.0,0.0,1.0,0.0
14726,floods,0.0,0.0,1.0,0.0
14727,kelpy,0.0,0.0,1.0,0.0
14728,twostranded,0.0,0.0,1.0,0.0
14729,hardheartedness,0.0,0.0,1.0,0.0
14730,amittai,0.0,0.0,1.0,0.0
14731,godnever,0.0,0.0,1.0,0.0
14732,conveyedwhich,0.0,0.0,1.0,0.0
14733,doremember,0.0,0.0,1.0,0.0
14734,disobeying,0.0,0.0,1.0,0.0
14735,hardness,0.0,0.0,1.0,0.0
14736,flouts,0.0,0.0,1.0,0.0
14737,skulks,0.0,0.0,1.0,0.0
14738,easterly,0.0,0.0,1.0,0.0
14739,skulking,0.0,0.0,1.0,0.0
14740,prowling,0.0,0.0,1.0,0.0
14741,hastening,0.0,0.0,1.0,0.0
14742,selfcondemning,0.0,0.0,1.0,0.0
14743,policemen,0.0,0.0,1.0,0.0
14744,hatbox,0.0,0.0,1.0,0.0
14745,valise,0.0,0.0,1.0,0.0
14746,carpetbagno,0.0,0.0,1.0,0.0
14747,adieux,0.0,0.0,1.0,0.0
14748,goods,0.0,0.0,1.0,0.0
14749,otherjack,0.0,0.0,1.0,0.0
14750,joe,0.0,0.0,1.0,0.0
14751,bigamist,0.0,0.0,1.0,0.0
14752,adulterer,0.0,0.0,1.0,0.0
14753,sodom,0.0,0.0,1.0,0.0
14754,parricide,0.0,0.0,1.0,0.0
14755,boldness,0.0,0.0,1.0,0.0
14756,advertised,0.0,0.0,1.0,0.0
14757,customswhos,0.0,0.0,1.0,0.0
14758,mangles,0.0,0.0,1.0,0.0
14759,rallies,0.0,0.0,1.0,0.0
14760,scrutinizing,0.0,0.0,1.0,0.0
14761,sirsoon,0.0,0.0,1.0,0.0
14762,scent,0.0,0.0,1.0,1.0
14763,yehe,0.0,0.0,1.0,0.0
14764,saysthe,0.0,0.0,1.0,0.0
14765,thatill,0.0,0.0,1.0,0.0
14766,detects,0.0,0.0,1.0,0.0
14767,passport,0.0,0.0,1.0,0.0
14768,pauper,0.0,0.0,1.0,0.0
14769,frontiers,0.0,0.0,1.0,0.0
14770,prepares,0.0,0.0,1.0,0.0
14771,charges,0.0,0.0,1.0,0.0
14772,paves,0.0,0.0,1.0,0.0
14773,molest,0.0,0.0,1.0,0.0
14774,forger,0.0,0.0,1.0,0.0
14775,travelweary,0.0,0.0,1.0,0.0
14776,convicts,0.0,0.0,1.0,0.0
14777,waterline,0.0,0.0,1.0,0.0
14778,heralding,0.0,0.0,1.0,0.0
14779,oscillates,0.0,0.0,1.0,0.0
14780,heeling,0.0,0.0,1.0,0.0
14781,obliquity,0.0,0.0,1.0,0.0
14782,contradiction,0.0,0.0,1.0,0.0
14783,awry,0.0,0.0,1.0,1.0
14784,crookedness,0.0,0.0,1.0,0.0
14785,hies,0.0,0.0,1.0,1.0
14786,plungings,0.0,0.0,1.0,0.0
14787,racehorse,0.0,0.0,1.0,0.0
14788,stupor,0.0,0.0,1.0,0.0
14789,staunch,0.0,0.0,1.0,0.0
14790,wrestlings,0.0,0.0,1.0,0.0
14791,uncheered,0.0,0.0,1.0,0.0
14792,careening,0.0,0.0,1.0,0.0
14793,smugglers,0.0,0.0,1.0,0.0
14794,contraband,0.0,0.0,1.0,0.0
14795,rebels,0.0,0.0,1.0,1.0
14796,boatswain,0.0,0.0,1.0,0.0
14797,lighten,0.0,0.0,1.0,0.0
14798,jars,0.0,0.0,1.0,0.0
14799,shipa,0.0,0.0,1.0,0.0
14800,lethargy,0.0,0.0,1.0,0.0
14801,grasps,0.0,0.0,1.0,0.0
14802,panther,0.0,0.0,1.0,0.0
14803,gullies,0.0,0.0,1.0,0.0
14804,godfugitive,0.0,0.0,1.0,0.0
14805,behavior,0.0,0.0,1.0,0.0
14806,unsolicited,0.0,0.0,1.0,0.0
14807,criesand,0.0,0.0,1.0,0.0
14808,theni,0.0,0.0,1.0,0.0
14809,supplicating,0.0,0.0,1.0,0.0
14810,desertswhen,0.0,0.0,1.0,0.0
14811,howls,0.0,0.0,1.0,0.0
14812,louder,0.0,0.0,1.0,0.0
14813,invokingly,0.0,0.0,1.0,0.0
14814,unreluctantly,0.0,0.0,1.0,0.0
14815,shootsto,0.0,0.0,1.0,0.0
14816,contenting,0.0,0.0,1.0,0.0
14817,clamorous,0.0,0.0,1.0,0.0
14818,eventual,0.0,0.0,1.0,0.0
14819,describing,0.0,0.0,1.0,0.0
14820,seastorm,0.0,0.0,1.0,0.0
14821,groundswell,0.0,0.0,1.0,0.0
14822,swarthy,0.0,0.0,1.0,0.0
14823,communing,0.0,0.0,1.0,0.0
14824,manliest,0.0,0.0,1.0,0.0
14825,sinner,0.0,0.0,1.0,0.0
14826,pilotprophet,0.0,0.0,1.0,0.0
14827,speaker,0.0,0.0,1.0,0.0
14828,unwelcome,0.0,0.0,1.0,0.0
14829,truths,0.0,0.0,1.0,0.0
14830,hostility,0.0,0.0,1.0,0.0
14831,mission,0.0,0.0,1.0,0.0
14832,gulfs,0.0,0.0,1.0,0.0
14833,slantings,0.0,0.0,1.0,0.0
14834,plummetout,0.0,0.0,1.0,0.0
14835,hellwhen,0.0,0.0,1.0,0.0
14836,engulphed,0.0,0.0,1.0,0.0
14837,breeching,0.0,0.0,1.0,0.0
14838,beatenhis,0.0,0.0,1.0,0.0
14839,seashells,0.0,0.0,1.0,0.0
14840,oceanjonah,0.0,0.0,1.0,0.0
14841,almightys,0.0,0.0,1.0,0.0
14842,slights,0.0,0.0,1.0,0.0
14843,gospel,0.0,0.0,1.0,0.0
14844,enthusiasmbut,0.0,0.0,1.0,0.0
14845,hima,0.0,0.0,1.0,0.0
14846,delightwho,0.0,0.0,1.0,0.0
14847,destroys,0.0,0.0,1.0,0.0
14848,senators,0.0,0.0,1.0,0.0
14849,judges,0.0,0.0,1.0,1.0
14850,delighttopgallant,0.0,0.0,1.0,0.0
14851,acknowledges,0.0,0.0,1.0,0.0
14852,patriot,0.0,0.0,1.0,0.0
14853,breatho,0.0,0.0,1.0,0.0
14854,fatherchiefly,0.0,0.0,1.0,0.0
14855,rodmortal,0.0,0.0,1.0,0.0
14856,striven,0.0,0.0,1.0,0.0
14857,10,0.0,0.0,1.0,0.0
14858,regularity,0.0,0.0,1.0,0.0
14859,pageas,0.0,0.0,1.0,0.0
